epoch,acc,learning_rate,loss,val_acc,val_loss
12,0.8805969953536987,9.999999747378752e-06,0.34802427887916565,0.953125,0.11419704556465149
13,0.9514925479888916,9.999999747378752e-06,0.19033925235271454,0.9375,0.12131083011627197
14,0.9440298676490784,9.999999747378752e-06,0.1572401374578476,0.9375,0.13151507079601288
15,0.9589552283287048,4.999999873689376e-06,0.13214312493801117,0.9375,0.13652178645133972
16,0.9776119589805603,4.999999873689376e-06,0.09568969160318375,0.9375,0.13955476880073547
17,0.9589552283287048,4.999999873689376e-06,0.10363920778036118,0.9375,0.13998694717884064
